,date,year,month,day,daynight,visitor,home,visitor_league,home_league,park_id,lat,lon,altitude,visitor_errors,home_errors,visitor_hr,home_hr,visitor_bip,home_bip,visitor_ebip,home_ebip,visitor_hits,home_hits,visitor_2b,home_2b,visitor_3b,home_3b,visitor_ks,home_ks,visitor_walks,home_walks,visitor_wildp,home_wildp,visitor_score,home_score,visitor_ab,home_ab
0,19720415,1972,4,15,1,TEX,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,2,1,0,0,17,20,0.1,0.058823529411764705,2,5,0,0,0,0,9,6,5,2,1,0,0,1,26,26
1,19720415,1972,4,15,0,MIL,CLE,AL,AL,CLE07,41.506091,-81.699404,593.0,0,0,2,0,27,28,0.0,0.0,10,7,1,1,1,0,7,4,2,0,0,0,5,1,36,31
2,19720415,1972,4,15,0,BOS,DET,AL,AL,DET04,42.332541,-83.068732,601.0,1,0,0,1,23,26,0.038461538461538464,0.0,6,6,1,1,0,0,9,2,1,2,0,1,2,3,32,29
3,19720415,1972,4,15,0,CHA,KCA,AL,AL,KAN05,39.086109,-94.557535,916.0,1,1,1,1,31,30,0.03333333333333333,0.03225806451612903,7,8,1,2,0,0,7,7,2,2,1,0,1,2,39,38
4,19720415,1972,4,15,0,MIN,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,1,2,3,1,29,29,0.034482758620689655,0.06896551724137931,5,8,0,1,0,0,7,4,1,4,0,0,3,4,39,34
5,19720415,1972,4,15,0,PHI,CHN,NL,NL,CHI11,41.948314,-87.655397,599.0,0,2,1,0,32,26,0.0,0.0625,10,4,2,1,0,0,3,5,2,2,0,0,4,2,36,31
6,19720415,1972,4,15,0,LAN,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,2,2,1,1,32,22,0.09090909090909091,0.0625,7,3,3,1,0,0,3,7,0,1,1,0,3,1,36,30
7,19720415,1972,4,15,1,SFN,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,0,2,0,27,25,0.0,0.0,8,8,1,1,0,1,4,7,3,2,1,1,5,0,33,32
8,19720415,1972,4,15,0,PIT,NYN,NL,NL,NYC17,40.755753000000006,-73.847814,13.0,0,0,0,1,22,21,0.0,0.0,5,7,0,1,0,0,9,7,0,3,0,0,0,4,31,28
9,19720415,1972,4,15,1,ATL,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,1,0,0,0,29,26,0.038461538461538464,0.0,9,9,3,1,0,1,6,4,8,2,0,0,5,6,35,30
10,19720415,1972,4,15,0,MON,SLN,NL,NL,STL09,38.62393,-90.192326,460.0,0,3,1,0,25,23,0.0,0.12,5,5,1,2,0,0,4,8,4,1,0,0,3,2,29,31
11,19720416,1972,4,16,0,NYA,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,3,0,0,0,21,25,0.12,0.0,5,8,1,0,0,0,2,2,2,2,0,0,1,3,23,27
12,19720416,1972,4,16,0,TEX,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,0,2,0,0,33,26,0.0,0.06060606060606061,11,5,1,0,0,0,3,4,1,4,1,1,5,1,36,30
13,19720416,1972,4,16,0,MIN,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,1,0,1,0,24,24,0.041666666666666664,0.0,4,6,1,1,0,0,5,4,4,5,0,0,3,2,30,28
14,19720416,1972,4,16,0,PHI,CHN,NL,NL,CHI11,41.948314,-87.655397,599.0,1,0,0,0,17,33,0.030303030303030304,0.0,0,12,0,1,0,1,7,2,7,5,0,0,0,4,24,35
15,19720416,1972,4,16,0,LAN,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,4,1,0,1,22,27,0.14814814814814814,0.045454545454545456,3,11,1,3,0,1,6,6,1,9,1,0,1,10,28,34
16,19720416,1972,4,16,1,SFN,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,1,1,2,31,25,0.0,0.03225806451612903,11,6,5,0,1,0,8,5,2,2,1,1,10,6,40,32
17,19720416,1972,4,16,0,PIT,NYN,NL,NL,NYC17,40.755753000000006,-73.847814,13.0,1,1,0,0,26,23,0.043478260869565216,0.038461538461538464,5,3,0,0,1,0,7,6,2,1,0,0,2,0,33,29
18,19720416,1972,4,16,0,MON,SLN,NL,NL,STL09,38.62393,-90.192326,460.0,0,1,0,0,27,30,0.0,0.037037037037037035,6,11,3,2,0,1,4,5,3,2,0,0,3,2,31,35
19,19720417,1972,4,17,1,NYA,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,0,0,0,0,26,25,0.0,0.0,4,8,0,3,0,0,4,6,1,2,0,0,0,4,30,31
20,19720417,1972,4,17,0,CLE,BOS,AL,AL,BOS07,42.346561,-71.097337,16.0,0,1,1,0,29,21,0.0,0.034482758620689655,8,2,1,1,0,0,4,8,4,3,0,0,4,0,34,29
21,19720417,1972,4,17,1,LAN,ATL,NL,NL,ATL01,33.739457,-84.389486,979.0,0,1,2,1,36,26,0.0,0.027777777777777776,16,6,1,0,0,0,3,7,6,0,2,0,8,3,41,34
22,19720417,1972,4,17,1,SFN,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,0,0,1,29,28,0.0,0.0,7,9,0,0,0,1,4,3,2,3,1,0,2,7,33,32
23,19720417,1972,4,17,1,SLN,PHI,NL,NL,PHI12,39.906537,-75.171495,18.0,1,1,0,1,30,24,0.041666666666666664,0.03333333333333333,11,9,1,1,0,0,5,8,1,5,0,0,5,4,34,33
24,19720418,1972,4,18,1,DET,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,0,3,1,1,31,22,0.0,0.0967741935483871,11,6,2,1,0,0,3,9,1,3,0,1,5,3,35,31
25,19720418,1972,4,18,0,CLE,BOS,AL,AL,BOS07,42.346561,-71.097337,16.0,1,0,0,0,28,22,0.045454545454545456,0.0,6,6,1,0,0,0,4,7,5,5,0,0,2,4,32,29
26,19720418,1972,4,18,1,MIN,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,1,0,0,0,20,27,0.037037037037037035,0.0,4,7,1,1,0,0,10,3,5,4,0,0,0,2,30,30
27,19720418,1972,4,18,1,TEX,CHA,AL,AL,CHI10,41.83201,-87.634025,594.0,2,1,0,1,21,26,0.07692307692307693,0.047619047619047616,3,15,1,4,0,2,7,9,1,6,1,0,0,14,28,36
