,date,year,month,day,daynight,visitor,home,visitor_league,home_league,park_id,lat,lon,altitude,visitor_errors,home_errors,visitor_hr,home_hr,visitor_bip,home_bip,visitor_ebip,home_ebip,visitor_hits,home_hits,visitor_2b,home_2b,visitor_3b,home_3b,visitor_ks,home_ks,visitor_walks,home_walks,visitor_wildp,home_wildp,visitor_score,home_score,visitor_ab,home_ab
0,19840402,1984,4,2,0,CHA,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,0,1,0,1,27,30,0.0,0.037037037037037035,7,8,1,1,0,0,7,4,6,1,0,0,5,2,32,35
1,19840402,1984,4,2,1,BOS,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,1,0,0,0,23,28,0.03571428571428571,0.0,6,6,1,1,0,0,8,4,0,3,0,0,1,2,31,32
2,19840402,1984,4,2,0,NYN,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,0,0,1,2,23,30,0.0,0.0,7,12,0,5,0,0,8,3,1,2,0,0,1,8,32,35
3,19840403,1984,4,3,0,NYA,KCA,AL,AL,KAN06,39.051604,-94.480149,886.0,2,1,1,1,25,29,0.06896551724137931,0.04,3,9,0,1,0,1,4,3,1,0,0,0,2,4,30,31
4,19840403,1984,4,3,1,DET,MIN,AL,AL,MIN03,44.973926,-93.258287,854.0,0,0,1,0,29,24,0.0,0.0,10,5,2,2,1,0,5,8,3,0,0,0,8,1,35,32
5,19840403,1984,4,3,1,MIL,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,2,1,1,2,35,25,0.08,0.02857142857142857,12,7,2,0,0,0,0,6,5,6,0,0,5,6,35,32
6,19840403,1984,4,3,1,CLE,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,1,1,0,0,33,32,0.03125,0.030303030303030304,12,7,1,1,2,1,5,1,7,3,0,1,9,1,38,33
7,19840403,1984,4,3,1,PHI,ATL,NL,NL,ATL01,33.739457,-84.389486,979.0,0,1,1,0,28,23,0.0,0.03571428571428571,10,4,1,0,0,0,5,8,3,1,0,0,5,0,33,31
8,19840403,1984,4,3,1,MON,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,0,0,0,34,27,0.0,0.0,9,9,3,1,1,0,1,6,4,4,0,0,4,2,35,33
9,19840403,1984,4,3,0,SLN,LAN,NL,NL,LOS03,34.073878,-118.239951,501.0,1,0,2,1,35,29,0.034482758620689655,0.0,17,9,1,1,1,0,5,2,6,10,2,0,11,7,42,32
10,19840403,1984,4,3,1,PIT,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,0,0,0,2,24,24,0.0,0.0,3,6,2,2,1,0,5,4,1,1,0,0,1,5,29,30
11,19840403,1984,4,3,0,CHN,SFN,NL,NL,SFO02,37.713297,-122.38627,135.0,3,0,2,0,28,31,0.0967741935483871,0.0,12,12,3,3,0,0,6,8,5,1,0,2,5,3,36,39
12,19840404,1984,4,4,1,BOS,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,0,1,1,1,25,24,0.0,0.04,6,6,0,1,0,0,5,4,5,8,0,0,2,1,31,29
13,19840404,1984,4,4,1,NYA,KCA,AL,AL,KAN06,39.051604,-94.480149,886.0,0,0,0,0,34,31,0.0,0.0,11,10,3,2,1,0,1,6,1,3,0,1,4,3,35,37
14,19840404,1984,4,4,1,MIL,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,0,0,1,0,28,30,0.0,0.0,7,9,0,4,0,0,4,2,5,0,0,1,3,4,33,32
15,19840404,1984,4,4,1,TOR,SEA,AL,AL,SEA02,47.595133000000004,-122.331639,17.0,0,1,1,1,25,25,0.0,0.04,7,9,2,1,0,0,8,7,3,5,0,0,2,3,34,33
16,19840404,1984,4,4,0,PHI,ATL,NL,NL,ATL01,33.739457,-84.389486,979.0,2,0,0,2,24,20,0.1,0.0,6,5,0,1,0,0,6,8,4,1,0,0,0,4,30,29
17,19840404,1984,4,4,1,NYN,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,1,2,0,0,23,26,0.038461538461538464,0.08695652173913043,5,3,2,1,0,0,10,3,3,7,1,1,2,0,33,29
18,19840404,1984,4,4,1,MON,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,2,0,0,0,26,29,0.06896551724137931,0.0,7,10,3,3,0,2,7,3,0,2,0,0,2,8,33,31
19,19840405,1984,4,5,1,BOS,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,1,2,0,1,34,29,0.034482758620689655,0.058823529411764705,11,8,5,1,0,0,1,4,2,0,0,0,7,4,34,34
20,19840405,1984,4,5,1,NYA,KCA,AL,AL,KAN06,39.051604,-94.480149,886.0,2,1,1,1,26,34,0.058823529411764705,0.038461538461538464,5,16,0,4,0,2,4,6,4,5,0,0,4,15,31,41
21,19840405,1984,4,5,0,DET,MIN,AL,AL,MIN03,44.973926,-93.258287,854.0,1,0,2,0,25,28,0.03571428571428571,0.0,9,5,1,2,1,0,7,3,5,4,0,0,7,3,34,31
22,19840405,1984,4,5,1,TOR,SEA,AL,AL,SEA02,47.595133000000004,-122.331639,17.0,0,2,2,2,38,25,0.0,0.05263157894736842,19,10,2,2,1,0,6,8,5,2,0,0,13,5,44,35
23,19840405,1984,4,5,1,CLE,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,2,1,0,2,32,22,0.09090909090909091,0.03125,10,4,1,0,0,0,4,7,3,4,1,1,7,3,35,31
24,19840405,1984,4,5,1,SLN,LAN,NL,NL,LOS03,34.073878,-118.239951,501.0,0,2,0,1,37,30,0.0,0.05405405405405406,11,6,1,0,0,0,6,5,3,3,1,0,2,5,43,36
25,19840405,1984,4,5,0,PIT,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,1,1,1,1,29,28,0.03571428571428571,0.034482758620689655,11,8,1,0,0,0,8,2,3,7,1,0,6,8,38,30
26,19840405,1984,4,5,1,CHN,SFN,NL,NL,SFO02,37.713297,-122.38627,135.0,3,1,1,0,29,41,0.07317073170731707,0.034482758620689655,13,15,2,0,0,1,9,4,8,3,0,0,11,7,39,45
27,19840406,1984,4,6,1,TOR,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,0,1,2,2,38,26,0.0,0.02631578947368421,18,8,5,3,0,0,3,6,3,4,0,0,11,5,43,34
28,19840406,1984,4,6,0,DET,CHA,AL,AL,CHI10,41.83201,-87.634025,594.0,0,0,0,0,27,28,0.0,0.0,5,6,0,3,1,0,3,3,6,4,0,0,3,2,30,30
29,19840406,1984,4,6,1,CLE,KCA,AL,AL,KAN06,39.051604,-94.480149,886.0,0,1,0,0,29,21,0.0,0.034482758620689655,9,6,1,0,0,1,6,10,2,2,0,0,2,0,34,31
30,19840406,1984,4,6,1,BAL,MIN,AL,AL,MIN03,44.973926,-93.258287,854.0,0,0,1,2,31,25,0.0,0.0,10,10,2,4,0,1,2,6,3,4,1,1,4,9,34,32
31,19840406,1984,4,6,1,BOS,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,1,0,0,0,29,25,0.04,0.0,5,6,1,3,0,0,3,3,1,5,0,0,1,3,32,28
32,19840406,1984,4,6,1,MIL,SEA,AL,AL,SEA02,47.595133000000004,-122.331639,17.0,0,0,0,0,24,31,0.0,0.0,10,11,4,4,0,1,10,1,6,1,0,0,3,6,34,31
33,19840406,1984,4,6,1,NYA,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,2,1,1,2,30,26,0.07692307692307693,0.03333333333333333,12,7,2,1,0,0,6,3,5,4,0,1,6,7,37,30
34,19840406,1984,4,6,1,MON,ATL,NL,NL,ATL01,33.739457,-84.389486,979.0,0,2,2,0,29,29,0.0,0.06896551724137931,14,9,2,4,0,0,8,6,1,3,1,0,8,5,39,35
35,19840406,1984,4,6,1,PHI,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,0,3,0,1,34,30,0.0,0.08823529411764706,15,10,0,3,0,0,10,3,4,4,0,0,8,4,44,34
36,19840406,1984,4,6,1,NYN,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,1,1,0,29,26,0.0,0.034482758620689655,14,4,3,0,0,1,11,3,3,2,0,1,8,1,41,28
37,19840406,1984,4,6,1,PIT,LAN,NL,NL,LOS03,34.073878,-118.239951,501.0,2,1,0,0,31,31,0.06451612903225806,0.03225806451612903,10,5,3,1,0,0,5,2,5,2,0,0,3,1,35,33
38,19840406,1984,4,6,1,CHN,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,0,0,0,0,24,33,0.0,0.0,6,10,2,2,0,0,6,2,6,1,0,1,2,3,30,35
39,19840406,1984,4,6,1,SLN,SFN,NL,NL,SFO02,37.713297,-122.38627,135.0,1,2,1,0,26,26,0.038461538461538464,0.07692307692307693,7,4,1,0,0,0,5,2,1,3,0,1,2,0,32,28
40,19840407,1984,4,7,1,TOR,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,0,0,2,1,29,23,0.0,0.0,9,5,1,0,0,0,3,8,3,1,0,0,3,1,34,32
41,19840407,1984,4,7,0,DET,CHA,AL,AL,CHI10,41.83201,-87.634025,594.0,0,0,1,0,22,18,0.0,0.0,5,0,2,0,0,0,7,8,3,6,0,0,4,0,30,26
42,19840407,1984,4,7,0,BAL,MIN,AL,AL,MIN03,44.973926,-93.258287,854.0,4,0,2,3,29,36,0.1111111111111111,0.0,7,16,1,2,0,0,3,1,3,4,1,0,4,13,34,40
43,19840407,1984,4,7,0,BOS,OAK,AL,AL,OAK01,37.751619,-122.200451,0.0,0,2,1,0,26,25,0.0,0.07692307692307693,8,4,0,1,0,0,6,6,4,2,0,1,3,0,32,31
44,19840407,1984,4,7,1,MIL,SEA,AL,AL,SEA02,47.595133000000004,-122.331639,17.0,2,0,1,0,26,23,0.08695652173913043,0.0,6,7,1,0,0,0,5,5,3,6,0,0,2,3,32,28
45,19840407,1984,4,7,0,NYA,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,1,1,0,1,18,21,0.047619047619047616,0.05555555555555555,7,10,3,2,0,1,5,1,2,3,0,0,5,8,23,23
46,19840407,1984,4,7,1,MON,ATL,NL,NL,ATL01,33.739457,-84.389486,979.0,0,1,2,1,33,24,0.0,0.030303030303030304,13,6,3,0,0,0,3,6,3,5,0,0,7,2,38,31
47,19840407,1984,4,7,0,PHI,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,1,2,2,0,32,22,0.045454545454545456,0.0625,11,7,4,0,1,0,4,11,5,3,1,1,9,1,37,32
48,19840407,1984,4,7,1,NYN,HOU,NL,NL,HOU02,29.684812,-95.407775,52.0,0,1,1,0,27,26,0.0,0.037037037037037035,8,6,2,0,0,0,6,6,3,6,0,0,3,2,34,32
49,19840407,1984,4,7,0,PIT,LAN,NL,NL,LOS03,34.073878,-118.239951,501.0,0,2,0,0,29,27,0.0,0.06896551724137931,8,9,0,1,0,1,4,6,2,1,0,0,3,0,33,33
50,19840407,1984,4,7,1,CHN,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,2,3,1,0,34,34,0.058823529411764705,0.08823529411764706,9,13,0,3,0,1,2,1,6,2,0,0,6,7,36,35
51,19840407,1984,4,7,0,SLN,SFN,NL,NL,SFO02,37.713297,-122.38627,135.0,1,1,0,3,26,27,0.037037037037037035,0.038461538461538464,7,15,0,2,0,0,8,8,3,1,0,0,0,11,34,37
52,19840408,1984,4,8,0,TOR,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,0,0,0,2,27,24,0.0,0.0,7,7,3,0,0,0,4,3,2,1,0,0,3,4,31,29
