,date,year,month,day,daynight,visitor,home,visitor_league,home_league,park_id,lat,lon,altitude,visitor_errors,home_errors,visitor_hr,home_hr,visitor_bip,home_bip,visitor_ebip,home_ebip,visitor_hits,home_hits,visitor_2b,home_2b,visitor_3b,home_3b,visitor_ks,home_ks,visitor_walks,home_walks,visitor_wildp,home_wildp,visitor_score,home_score,visitor_ab,home_ab
0,19760408,1976,4,8,0,NYA,MIL,AL,AL,MIL05,43.0299,-87.974365,606.0,1,0,0,0,29,26,0.038461538461538464,0.0,4,7,0,2,0,0,1,4,3,4,0,0,0,5,30,30
1,19760408,1976,4,8,0,HOU,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,4,0,2,0,31,34,0.11764705882352941,0.0,11,15,1,2,0,1,3,5,3,4,2,0,5,11,36,39
2,19760409,1976,4,9,0,BOS,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,3,1,0,0,28,22,0.13636363636363635,0.03571428571428571,6,3,2,0,0,1,3,7,2,0,0,0,0,1,31,29
3,19760409,1976,4,9,1,OAK,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,2,0,1,0,26,29,0.06896551724137931,0.0,9,5,3,0,0,0,6,4,2,5,0,1,5,2,33,33
4,19760409,1976,4,9,1,KCA,CHA,AL,AL,CHI10,41.83201,-87.634025,594.0,4,0,0,1,25,29,0.13793103448275862,0.0,6,10,0,0,0,0,7,4,2,6,0,0,0,4,32,34
5,19760409,1976,4,9,1,MIN,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,0,3,0,1,34,26,0.0,0.08823529411764706,7,9,0,0,0,0,4,11,0,2,0,0,1,2,38,38
6,19760409,1976,4,9,0,MON,NYN,NL,NL,NYC17,40.755753000000006,-73.847814,13.0,2,1,0,0,24,21,0.09523809523809523,0.041666666666666664,8,4,2,1,0,1,11,8,1,3,0,1,2,3,35,29
7,19760409,1976,4,9,1,ATL,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,4,1,0,0,28,33,0.12121212121212122,0.03571428571428571,5,11,0,1,0,1,2,4,2,2,0,0,2,8,30,35
8,19760409,1976,4,9,0,LAN,SFN,NL,NL,SFO02,37.713297,-122.38627,135.0,0,0,1,2,26,20,0.0,0.0,6,5,2,0,0,0,6,5,2,4,0,0,2,4,33,27
9,19760409,1976,4,9,1,CHN,SLN,NL,NL,STL09,38.62393,-90.192326,460.0,1,2,0,0,31,37,0.02702702702702703,0.06451612903225806,6,13,0,1,0,2,2,1,2,0,1,0,0,5,33,38
10,19760410,1976,4,10,0,BOS,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,1,2,0,0,29,29,0.034482758620689655,0.06896551724137931,8,10,0,2,0,0,2,4,6,1,1,1,1,5,30,32
11,19760410,1976,4,10,0,OAK,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,1,2,0,0,23,26,0.038461538461538464,0.08695652173913043,7,6,2,3,1,0,10,6,7,4,0,0,6,2,33,32
12,19760410,1976,4,10,0,DET,CLE,AL,AL,CLE07,41.506091,-81.699404,593.0,0,1,1,0,26,29,0.0,0.038461538461538464,7,6,1,0,0,0,5,3,4,6,1,0,3,1,32,32
13,19760410,1976,4,10,0,NYA,MIL,AL,AL,MIL05,43.0299,-87.974365,606.0,3,0,1,0,33,37,0.08108108108108109,0.0,13,15,2,1,1,1,6,5,5,6,0,0,9,7,39,41
14,19760410,1976,4,10,1,MIN,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,0,3,0,1,26,19,0.0,0.11538461538461539,6,7,0,1,0,0,5,8,2,5,1,0,1,4,31,28
15,19760410,1976,4,10,0,HOU,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,0,0,1,2,37,34,0.0,0.0,13,15,5,3,0,2,2,2,1,7,1,1,7,13,39,37
16,19760410,1976,4,10,0,MON,NYN,NL,NL,NYC17,40.755753000000006,-73.847814,13.0,1,0,0,0,26,20,0.05,0.0,4,3,0,1,0,1,4,5,0,3,0,0,0,1,30,25
17,19760410,1976,4,10,0,PIT,PHI,NL,NL,PHI12,39.906537,-75.171495,18.0,1,2,0,0,40,35,0.02857142857142857,0.05,12,9,2,1,0,0,3,5,2,6,0,1,5,4,42,38
18,19760410,1976,4,10,1,ATL,SDN,NL,NL,SAN01,32.783073,-117.11964499999999,83.0,0,2,1,0,29,25,0.0,0.06896551724137931,4,6,1,0,0,0,3,7,3,3,1,0,3,0,33,32
19,19760410,1976,4,10,0,CHN,SLN,NL,NL,STL09,38.62393,-90.192326,460.0,1,1,0,0,31,29,0.034482758620689655,0.03225806451612903,9,6,3,1,1,0,2,2,7,4,0,0,4,3,33,30
20,19760411,1976,4,11,0,BOS,BAL,AL,AL,BAL11,39.330001,-76.601488,231.0,0,0,1,0,26,30,0.0,0.0,8,8,2,1,0,0,7,2,6,3,0,1,6,2,34,32
21,19760411,1976,4,11,0,OAK,CAL,AL,AL,ANA01,33.800290000000004,-117.88268500000001,154.0,1,0,1,1,33,28,0.03571428571428571,0.0,12,9,4,4,0,0,4,5,6,5,0,0,10,7,38,34
22,19760411,1976,4,11,0,MIN,TEX,AL,AL,ARL01,32.755974,-97.084778,552.0,0,1,1,0,28,26,0.0,0.03571428571428571,8,7,3,1,0,1,5,8,7,4,1,0,4,3,34,34
23,19760411,1976,4,11,0,HOU,CIN,NL,NL,CIN08,39.096548,-84.50975600000001,489.0,2,0,0,0,22,33,0.06060606060606061,0.0,5,13,0,4,0,0,9,5,4,8,1,1,3,9,31,38
24,19760411,1976,4,11,0,MON,NYN,NL,NL,NYC17,40.755753000000006,-73.847814,13.0,1,3,1,1,29,28,0.03571428571428571,0.10344827586206896,11,10,3,1,0,0,5,5,2,9,1,0,7,6,35,34
